ticker,company,sector,sub_industry,cik,legal_name,gics_sector,gics_sub_industry,hq_state,market_cap_usd,shares_outstanding,esg_risk_score_external,esg_controversy_level_external,scope1_tco2e,ghg_facility_count,cogs_usd,energy_cost_usd,revenue_usd,ebit_usd,ebitda_usd,free_cash_flow_usd,capex_usd,rnd_expense_usd,sbti_target_validated,sbti_target_type,target_year,target_baseline_year,target_reduction_pct,target_scope_coverage,buybacks_usd,dividends_paid_usd
AVY,Avery Dennison,Materials,Paper & Plastic Packaging Products & Materials,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,structural,structural,quote_verified,quote_verified,quote_verified,structural,structural
AWK,American Water Works,Utilities,Water Utilities,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural
AXON,Axon Enterprise,Industrials,Aerospace & Defense,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed
AXP,American Express,Financials,Consumer Finance,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,structural,structural,quote_verified,quote_verified,quote_verified,structural,structural
AZO,AutoZone,Consumer Discretionary,Automotive Retail,structural,structural,structural,structural,structural,not_disclosed,structural,structural,structural,not_disclosed,not_disclosed,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,not_disclosed
BA,Boeing,Industrials,Aerospace & Defense,structural,structural,structural,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed
BAC,Bank of America,Financials,Diversified Banks,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,not_disclosed
BALL,Ball Corporation,Materials,"Metal, Glass & Plastic Containers",structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,structural,structural
BAX,Baxter International,Health Care,Health Care Equipment,structural,structural,structural,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural
BBY,Best Buy,Consumer Discretionary,Computer & Electronics Retail,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,structural,structural
BDX,Becton Dickinson,Health Care,Health Care Equipment,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural
BEN,Franklin Resources,Financials,Asset Management & Custody Banks,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural
BF.B,Brown–Forman,Consumer Staples,Distillers & Vintners,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural
BG,Bunge Global,Consumer Staples,Agricultural Products & Services,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural
BIIB,Biogen,Health Care,Biotechnology,structural,structural,structural,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,not_disclosed
BKNG,Booking Holdings,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,structural,structural,quote_verified,quote_verified,quote_verified,structural,structural
BKR,Baker Hughes,Energy,Oil & Gas Equipment & Services,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural
BLDR,Builders FirstSource,Industrials,Building Products,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,not_disclosed
BLK,BlackRock,Financials,Asset Management & Custody Banks,structural,structural,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural
BMY,Bristol Myers Squibb,Health Care,Pharmaceuticals,structural,structural,structural,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,structural,structural,quote_verified,quote_verified,quote_verified,structural,structural
BNY,BNY Mellon,Financials,Asset Management & Custody Banks,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,not_disclosed,not_disclosed,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural
BR,Broadridge Financial Solutions,Industrials,Data Processing & Outsourced Services,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,structural,quote_verified,quote_verified,quote_verified,quote_verified,structural,structural
BRK.B,Berkshire Hathaway,Financials,Multi-Sector Holdings,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,not_disclosed
BRO,Brown & Brown,Financials,Insurance Brokers,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural,not_disclosed,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural
BSX,Boston Scientific,Health Care,Health Care Equipment,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,structural,structural,quote_verified,quote_verified,quote_verified,not_disclosed,structural
BX,Blackstone Inc.,Financials,Asset Management & Custody Banks,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural,not_disclosed,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural
BXP,"BXP, Inc.",Real Estate,Office REITs,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural,structural,quote_verified,quote_verified,quote_verified,not_disclosed,structural
C,Citigroup,Financials,Diversified Banks,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural
CAH,Cardinal Health,Health Care,Health Care Distributors,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,structural,quote_verified,quote_verified,quote_verified,quote_verified,structural,structural
CARR,Carrier Global,Industrials,Building Products,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,structural,structural,quote_verified,quote_verified,quote_verified,structural,structural
CASY,Casey's,Consumer Staples,Food Retail,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,not_disclosed,not_disclosed,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural
CAT,Caterpillar Inc.,Industrials,Construction Machinery & Heavy Transportation Equipment,structural,structural,structural,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural
